H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,町田,○,2,0,2,0,2,1,0,0,3,1
A,横浜FC,△,0,0,2,0,2,1,1,0,4,6
A,甲府,●,1,2,3,2,1,1,1,1,4,10
H,松本,○,3,0,6,2,4,2,1,1,7,5
H,栃木,△,1,1,7,3,4,2,2,1,8,10
A,大分,●,0,1,7,4,3,2,2,2,8,11
H,福岡,○,4,2,11,6,5,3,2,2,11,9
A,草津,●,0,1,11,7,4,3,2,3,11,13
H,熊本,△,0,0,11,7,4,3,3,3,12,13
A,鳥取,○,4,1,15,8,7,4,3,3,15,10
H,湘南,○,2,1,17,9,8,5,3,3,18,9
A,山形,△,2,2,19,11,8,5,4,3,19,10
A,千葉,●,0,1,19,12,7,5,4,4,19,10
H,北九州,△,2,2,21,14,7,5,5,4,20,10
A,水戸,○,2,0,23,14,9,6,5,4,23,10
H,富山,●,0,1,23,15,8,6,5,5,23,11
A,岡山,△,1,1,24,16,8,6,6,5,24,11
A,岐阜,△,1,1,25,17,8,6,7,5,25,11
H,京都,○,2,1,27,18,9,7,7,5,28,9
A,徳島,●,0,3,27,21,6,7,7,6,28,10
H,東京Ｖ,○,3,1,30,22,8,8,7,6,31,9
A,福岡,●,0,1,30,23,7,8,7,7,31,11
A,北九州,●,0,2,30,25,5,8,7,8,31,12
H,水戸,△,1,1,31,26,5,8,8,8,32,12
A,京都,●,1,2,32,28,4,8,8,9,32,12
H,大分,●,1,2,33,30,3,8,8,10,32,13
A,松本,△,1,1,34,31,3,8,9,10,33,13
H,徳島,●,1,2,35,33,2,8,9,11,33,15
H,山形,●,1,2,36,35,1,8,9,12,33,15
A,栃木,●,0,1,36,36,0,8,9,13,33,18
H,岐阜,△,0,0,36,36,0,8,10,13,34,18
A,富山,●,0,1,36,37,-1,8,10,14,34,18
H,横浜FC,●,0,1,36,38,-2,8,10,15,34,18
A,東京Ｖ,●,0,3,36,41,-5,8,10,16,34,18
H,岡山,○,1,0,37,41,-4,9,10,16,37,18
H,千葉,△,2,2,39,43,-4,9,11,16,38,18
A,湘南,△,0,0,39,43,-4,9,12,16,39,18
H,鳥取,△,0,0,39,43,-4,9,13,16,40,18
A,町田,○,4,2,43,45,-2,10,13,16,43,17
H,甲府,△,0,0,43,45,-2,10,14,16,44,17
H,草津,○,3,1,46,46,0,11,14,16,47,16
A,熊本,○,1,0,47,46,1,12,14,16,50,16
