H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,富山,△,1,1,1,1,0,1,12
A,北九州,△,0,0,1,1,0,2,14
H,水戸,●,0,3,1,4,-3,2,18
A,大分,●,0,1,1,5,-4,2,21
H,山形,○,2,1,3,6,-3,5,15
A,徳島,○,2,1,5,7,-2,8,12
H,松本,○,1,0,6,7,-1,11,12
A,千葉,△,0,0,6,7,-1,12,12
H,鳥取,○,2,0,8,7,1,15,9
A,熊本,△,0,0,8,7,1,16,9
H,草津,○,2,1,10,8,2,19,8
A,横浜FC,○,1,0,11,8,3,22,7
H,岐阜,●,0,1,11,9,2,22,9
A,東京Ｖ,○,1,0,12,9,3,25,7
H,京都,●,1,2,13,11,2,25,8
A,福岡,△,1,1,14,12,2,26,8
H,愛媛,△,1,1,15,13,2,27,9
A,栃木,○,1,0,16,13,3,30,8
H,町田,○,2,1,18,14,4,33,8
A,湘南,●,0,2,18,16,2,33,8
H,甲府,△,1,1,19,17,2,34,8
A,京都,△,1,1,20,18,2,35,8
H,横浜FC,●,0,1,20,19,1,35,10
H,徳島,△,0,0,20,19,1,36,10
A,松本,●,0,3,20,22,-2,36,11
H,千葉,●,0,1,20,23,-3,36,11
H,熊本,○,2,0,22,23,-1,39,10
A,鳥取,○,2,0,24,23,1,42,10
A,岐阜,○,2,1,26,24,2,45,10
H,北九州,△,1,1,27,25,2,46,10
H,大分,△,0,0,27,25,2,47,10
A,町田,△,2,2,29,27,2,48,10
A,甲府,●,0,1,29,28,1,48,11
H,湘南,○,3,1,32,29,3,51,11
A,愛媛,●,0,1,32,30,2,51,11
A,富山,△,1,1,33,31,2,52,11
H,福岡,○,2,1,35,32,3,55,10
H,東京Ｖ,○,2,0,37,32,5,58,9
A,草津,●,0,1,37,33,4,58,10
A,水戸,△,0,0,37,33,4,59,10
H,栃木,○,2,1,39,34,5,62,8
A,山形,○,2,0,41,34,7,65,8
