H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,横浜FC,○,2,1,2,1,1,3,5
H,富山,○,1,0,3,1,2,6,4
A,岡山,○,3,0,6,1,5,9,2
A,北九州,●,0,1,6,2,4,9,2
H,松本,△,0,0,6,2,4,10,6
A,山形,△,0,0,6,2,4,11,6
H,千葉,●,0,1,6,3,3,11,10
A,福岡,△,1,1,7,4,3,12,10
H,草津,○,1,0,8,4,4,15,7
A,湘南,○,2,1,10,5,5,18,6
H,徳島,○,2,1,12,6,6,21,4
A,岐阜,○,1,0,13,6,7,24,3
H,東京Ｖ,●,0,2,13,8,5,24,7
A,鳥取,●,1,2,14,10,4,24,8
H,愛媛,●,0,2,14,12,2,24,9
A,町田,△,0,0,14,12,2,25,10
H,栃木,○,3,1,17,13,4,28,8
A,熊本,●,1,2,18,15,3,28,9
H,甲府,●,1,3,19,18,1,28,10
A,大分,●,0,1,19,19,0,28,11
H,京都,○,3,1,22,20,2,31,11
A,東京Ｖ,●,0,2,22,22,0,31,12
H,湘南,△,1,1,23,23,0,32,11
A,愛媛,△,1,1,24,24,0,33,11
H,福岡,○,4,2,28,26,2,36,10
A,栃木,●,0,1,28,27,1,36,10
H,山形,△,2,2,30,29,1,37,11
A,甲府,●,0,1,30,30,0,37,11
H,大分,○,2,1,32,31,1,40,11
A,横浜FC,●,1,2,33,33,0,40,11
A,千葉,●,0,3,33,36,-3,40,14
H,鳥取,○,2,0,35,36,-1,43,12
H,熊本,○,2,0,37,36,1,46,12
A,徳島,○,2,1,39,37,2,49,12
A,京都,●,1,4,40,41,-1,49,12
H,北九州,○,3,1,43,42,1,52,12
H,岐阜,△,1,1,44,43,1,53,11
A,草津,△,0,0,44,43,1,54,12
A,松本,●,1,2,45,45,0,54,13
H,岡山,△,0,0,45,45,0,55,13
H,町田,△,1,1,46,46,0,56,13
A,富山,●,1,3,47,49,-2,56,13
