H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,徳島,●,1,2,1,2,-1,0,15
H,岡山,△,0,0,1,2,-1,1,16
A,松本,●,0,1,1,3,-2,1,19
H,水戸,○,1,0,2,3,-1,4,14
A,富山,○,3,2,5,5,0,7,11
A,甲府,○,2,1,7,6,1,10,9
H,鳥取,○,1,0,8,6,2,13,6
A,岐阜,●,0,1,8,7,1,13,9
H,山形,●,0,1,8,8,0,13,12
A,草津,○,2,0,10,8,2,16,8
H,千葉,●,1,2,11,10,1,16,11
A,町田,○,1,0,12,10,2,19,11
H,横浜FC,●,1,2,13,12,1,19,11
A,愛媛,△,2,2,15,14,1,20,11
H,東京Ｖ,●,1,5,16,19,-3,20,13
A,京都,●,0,1,16,20,-4,20,14
H,湘南,○,3,2,19,22,-3,23,13
A,福岡,●,0,1,19,23,-4,23,14
H,栃木,△,1,1,20,24,-4,24,14
A,熊本,△,2,2,22,26,-4,25,15
H,大分,●,0,2,22,28,-6,25,15
A,鳥取,○,2,1,24,29,-5,28,14
H,愛媛,○,2,0,26,29,-3,31,13
H,草津,●,0,1,26,30,-4,31,13
A,徳島,△,1,1,27,31,-4,32,13
A,湘南,●,0,1,27,32,-5,32,14
H,町田,△,1,1,28,33,-5,33,15
A,大分,○,1,0,29,33,-4,36,13
H,福岡,○,4,2,33,35,-2,39,12
A,岡山,△,1,1,34,36,-2,40,12
A,東京Ｖ,○,2,0,36,36,0,43,11
H,熊本,○,2,0,38,36,2,46,11
H,岐阜,○,2,1,40,37,3,49,10
A,千葉,○,3,0,43,37,6,52,10
H,甲府,●,2,3,45,40,5,52,10
A,水戸,●,1,3,46,43,3,52,10
H,松本,●,0,1,46,44,2,52,12
A,横浜FC,○,2,1,48,45,3,55,11
A,山形,●,0,1,48,46,2,55,12
H,京都,○,2,0,50,46,4,58,12
H,富山,○,1,0,51,46,5,61,9
A,栃木,○,2,1,53,47,6,64,9
