H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,甲府,●,1,2,1,2,-1,0,15
H,大分,●,0,3,1,5,-4,0,22
A,徳島,○,1,0,2,5,-3,3,16
H,富山,△,0,0,2,5,-3,4,16
A,愛媛,△,1,1,3,6,-3,5,15
H,千葉,○,2,1,5,7,-2,8,12
H,熊本,○,2,0,7,7,0,11,11
A,町田,○,3,0,10,7,3,14,7
H,岐阜,△,1,1,11,8,3,15,8
A,山形,●,1,2,12,10,2,15,12
H,鳥取,●,0,1,12,11,1,15,13
A,京都,●,0,1,12,12,0,15,13
A,草津,○,2,1,14,13,1,18,12
H,福岡/13節,○,2,0,16,13,3,21,10
H,湘南,△,1,1,17,14,3,22,11
H,東京Ｖ,○,3,2,20,16,4,25,9
A,水戸,●,1,3,21,19,2,25,10
H,岡山,●,0,1,21,20,1,25,12
A,北九州,△,1,1,22,21,1,26,12
H,横浜FC,●,3,4,25,25,0,26,13
A,松本,○,2,0,27,25,2,29,12
H,山形,○,1,0,28,25,3,32,10
A,鳥取,○,2,0,30,25,5,35,9
H,町田,○,1,0,31,25,6,38,8
A,富山,○,2,1,33,26,7,41,8
H,水戸,○,1,0,34,26,8,44,8
A,千葉,△,0,0,34,26,8,45,8
A,熊本,●,0,3,34,29,5,45,9
H,草津,△,0,0,34,29,5,46,9
H,愛媛,○,1,0,35,29,6,49,9
A,湘南,●,1,2,36,31,5,49,9
A,横浜FC,○,3,1,39,32,7,52,8
H,徳島,△,1,1,40,33,7,53,9
A,岐阜,●,0,1,40,34,6,53,9
A,大分,○,1,0,41,34,7,56,9
H,甲府,●,1,2,42,36,6,56,9
H,京都,●,1,2,43,38,5,56,9
A,福岡,△,1,1,44,39,5,57,10
A,東京Ｖ,●,1,4,45,43,2,57,11
H,松本,○,3,2,48,45,3,60,9
A,岡山,●,1,2,49,47,2,60,11
H,北九州,●,1,2,50,49,1,60,11
