H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,横浜FC,○,2,1,2,1,1,1,0,0,3,5
H,富山,○,1,0,3,1,2,2,0,0,6,4
A,岡山,○,3,0,6,1,5,3,0,0,9,2
A,北九州,●,0,1,6,2,4,3,0,1,9,2
H,松本,△,0,0,6,2,4,3,1,1,10,6
A,山形,△,0,0,6,2,4,3,2,1,11,6
H,千葉,●,0,1,6,3,3,3,2,2,11,10
A,福岡,△,1,1,7,4,3,3,3,2,12,10
H,草津,○,1,0,8,4,4,4,3,2,15,7
A,湘南,○,2,1,10,5,5,5,3,2,18,6
H,徳島,○,2,1,12,6,6,6,3,2,21,4
A,岐阜,○,1,0,13,6,7,7,3,2,24,3
H,東京Ｖ,●,0,2,13,8,5,7,3,3,24,7
A,鳥取,●,1,2,14,10,4,7,3,4,24,8
H,愛媛,●,0,2,14,12,2,7,3,5,24,9
A,町田,△,0,0,14,12,2,7,4,5,25,10
H,栃木,○,3,1,17,13,4,8,4,5,28,8
A,熊本,●,1,2,18,15,3,8,4,6,28,9
H,甲府,●,1,3,19,18,1,8,4,7,28,10
A,大分,●,0,1,19,19,0,8,4,8,28,11
H,京都,○,3,1,22,20,2,9,4,8,31,11
A,東京Ｖ,●,0,2,22,22,0,9,4,9,31,12
H,湘南,△,1,1,23,23,0,9,5,9,32,11
A,愛媛,△,1,1,24,24,0,9,6,9,33,11
H,福岡,○,4,2,28,26,2,10,6,9,36,10
A,栃木,●,0,1,28,27,1,10,6,10,36,10
H,山形,△,2,2,30,29,1,10,7,10,37,11
A,甲府,●,0,1,30,30,0,10,7,11,37,11
H,大分,○,2,1,32,31,1,11,7,11,40,11
A,横浜FC,●,1,2,33,33,0,11,7,12,40,11
A,千葉,●,0,3,33,36,-3,11,7,13,40,14
H,鳥取,○,2,0,35,36,-1,12,7,13,43,12
H,熊本,○,2,0,37,36,1,13,7,13,46,12
A,徳島,○,2,1,39,37,2,14,7,13,49,12
A,京都,●,1,4,40,41,-1,14,7,14,49,12
H,北九州,○,3,1,43,42,1,15,7,14,52,12
H,岐阜,△,1,1,44,43,1,15,8,14,53,11
A,草津,△,0,0,44,43,1,15,9,14,54,12
A,松本,●,1,2,45,45,0,15,9,15,54,13
H,岡山,△,0,0,45,45,0,15,10,15,55,13
H,町田,△,1,1,46,46,0,15,11,15,56,13
A,富山,●,1,3,47,49,-2,15,11,16,56,13
