H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,草津,●,2,3,2,3,-1,0,0,1,0,14
A,栃木,○,3,0,5,3,2,1,0,1,3,7
A,山形,●,2,3,7,6,1,1,0,2,3,12
H,岡山,○,1,0,8,6,2,2,0,2,6,10
A,岐阜,○,2,0,10,6,4,3,0,2,9,7
H,愛媛,○,1,0,11,6,5,4,0,2,12,3
A,甲府,●,0,1,11,7,4,4,0,3,12,8
H,徳島,△,0,0,11,7,4,4,1,3,13,8
A,富山,○,3,2,14,9,5,5,1,3,16,6
A,京都,○,2,1,16,10,6,6,1,3,19,5
H,熊本,△,0,0,16,10,6,6,2,3,20,5
A,福岡,△,1,1,17,11,6,6,3,3,21,9
H,鳥取,○,3,0,20,11,9,7,3,3,24,5
A,湘南,△,1,1,21,12,9,7,4,3,25,5
H,町田,○,2,1,23,13,10,8,4,3,28,6
H,千葉,●,0,2,23,15,8,8,4,4,28,7
A,東京Ｖ,●,1,3,24,18,6,8,4,5,28,7
H,松本,○,2,0,26,18,8,9,4,5,31,6
A,横浜FC,○,1,0,27,18,9,10,4,5,34,6
H,水戸,○,1,0,28,18,10,11,4,5,37,5
A,北九州,○,2,0,30,18,12,12,4,5,40,5
H,富山,△,1,1,31,19,12,12,5,5,41,3
A,草津,○,2,0,33,19,14,13,5,5,44,1
H,湘南,●,1,4,34,23,11,13,5,6,44,6
H,岐阜,△,2,2,36,25,11,13,6,6,45,6
A,愛媛,○,2,1,38,26,12,14,6,6,48,5
A,徳島,○,4,0,42,26,16,15,6,6,51,3
H,北九州,●,0,1,42,27,15,15,6,7,51,5
A,水戸,●,1,2,43,29,14,15,6,8,51,5
H,東京Ｖ,○,2,1,45,30,15,16,6,8,54,4
A,岡山,△,0,0,45,30,15,16,7,8,55,3
H,甲府,●,1,2,46,32,14,16,7,9,55,5
H,京都,○,2,0,48,32,16,17,7,9,58,3
A,熊本,●,1,2,49,34,15,17,7,10,58,3
H,栃木,●,0,1,49,35,14,17,7,11,58,6
A,町田,○,3,1,52,36,16,18,7,11,61,3
H,横浜FC,●,1,2,53,38,15,18,7,12,61,5
A,千葉,○,2,1,55,39,16,19,7,12,64,3
A,鳥取,●,0,1,55,40,15,19,7,13,64,4
H,福岡,○,1,0,56,40,16,20,7,13,67,4
H,山形,○,3,0,59,40,19,21,7,13,70,4
A,松本R,△,0,0,59,40,19,21,8,13,71,6
