H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,富山,△,1,1,1,1,0,0,1,0,1,12
A,北九州,△,0,0,1,1,0,0,2,0,2,14
H,水戸,●,0,3,1,4,-3,0,2,1,2,18
A,大分,●,0,1,1,5,-4,0,2,2,2,21
H,山形,○,2,1,3,6,-3,1,2,2,5,15
A,徳島,○,2,1,5,7,-2,2,2,2,8,12
H,松本,○,1,0,6,7,-1,3,2,2,11,12
A,千葉,△,0,0,6,7,-1,3,3,2,12,12
H,鳥取,○,2,0,8,7,1,4,3,2,15,9
A,熊本,△,0,0,8,7,1,4,4,2,16,9
H,草津,○,2,1,10,8,2,5,4,2,19,8
A,横浜FC,○,1,0,11,8,3,6,4,2,22,7
H,岐阜,●,0,1,11,9,2,6,4,3,22,9
A,東京Ｖ,○,1,0,12,9,3,7,4,3,25,7
H,京都,●,1,2,13,11,2,7,4,4,25,8
A,福岡,△,1,1,14,12,2,7,5,4,26,8
H,愛媛,△,1,1,15,13,2,7,6,4,27,9
A,栃木,○,1,0,16,13,3,8,6,4,30,8
H,町田,○,2,1,18,14,4,9,6,4,33,8
A,湘南,●,0,2,18,16,2,9,6,5,33,8
H,甲府,△,1,1,19,17,2,9,7,5,34,8
A,京都,△,1,1,20,18,2,9,8,5,35,8
H,横浜FC,●,0,1,20,19,1,9,8,6,35,10
H,徳島,△,0,0,20,19,1,9,9,6,36,10
A,松本,●,0,3,20,22,-2,9,9,7,36,11
H,千葉,●,0,1,20,23,-3,9,9,8,36,11
H,熊本,○,2,0,22,23,-1,10,9,8,39,10
A,鳥取,○,2,0,24,23,1,11,9,8,42,10
A,岐阜,○,2,1,26,24,2,12,9,8,45,10
H,北九州,△,1,1,27,25,2,12,10,8,46,10
H,大分,△,0,0,27,25,2,12,11,8,47,10
A,町田,△,2,2,29,27,2,12,12,8,48,10
A,甲府,●,0,1,29,28,1,12,12,9,48,11
H,湘南,○,3,1,32,29,3,13,12,9,51,11
A,愛媛,●,0,1,32,30,2,13,12,10,51,11
A,富山,△,1,1,33,31,2,13,13,10,52,11
H,福岡,○,2,1,35,32,3,14,13,10,55,10
H,東京Ｖ,○,2,0,37,32,5,15,13,10,58,9
A,草津,●,0,1,37,33,4,15,13,11,58,10
A,水戸,△,0,0,37,33,4,15,14,11,59,10
H,栃木,○,2,1,39,34,5,16,14,11,62,8
A,山形,○,2,0,41,34,7,17,14,11,65,8
