H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,町田,○,2,0,2,0,2,3,1
A,横浜FC,△,0,0,2,0,2,4,6
A,甲府,●,1,2,3,2,1,4,10
H,松本,○,3,0,6,2,4,7,5
H,栃木,△,1,1,7,3,4,8,10
A,大分,●,0,1,7,4,3,8,11
H,福岡,○,4,2,11,6,5,11,9
A,草津,●,0,1,11,7,4,11,13
H,熊本,△,0,0,11,7,4,12,13
A,鳥取,○,4,1,15,8,7,15,10
H,湘南,○,2,1,17,9,8,18,9
A,山形,△,2,2,19,11,8,19,10
A,千葉,●,0,1,19,12,7,19,10
H,北九州,△,2,2,21,14,7,20,10
A,水戸,○,2,0,23,14,9,23,10
H,富山,●,0,1,23,15,8,23,11
A,岡山,△,1,1,24,16,8,24,11
A,岐阜,△,1,1,25,17,8,25,11
H,京都,○,2,1,27,18,9,28,9
A,徳島,●,0,3,27,21,6,28,10
H,東京Ｖ,○,3,1,30,22,8,31,9
A,福岡,●,0,1,30,23,7,31,11
A,北九州,●,0,2,30,25,5,31,12
H,水戸,△,1,1,31,26,5,32,12
A,京都,●,1,2,32,28,4,32,12
H,大分,●,1,2,33,30,3,32,13
A,松本,△,1,1,34,31,3,33,13
H,徳島,●,1,2,35,33,2,33,15
H,山形,●,1,2,36,35,1,33,15
A,栃木,●,0,1,36,36,0,33,18
H,岐阜,△,0,0,36,36,0,34,18
A,富山,●,0,1,36,37,-1,34,18
H,横浜FC,●,0,1,36,38,-2,34,18
A,東京Ｖ,●,0,3,36,41,-5,34,18
H,岡山,○,1,0,37,41,-4,37,18
H,千葉,△,2,2,39,43,-4,38,18
A,湘南,△,0,0,39,43,-4,39,18
H,鳥取,△,0,0,39,43,-4,40,18
A,町田,○,4,2,43,45,-2,43,17
H,甲府,△,0,0,43,45,-2,44,17
H,草津,○,3,1,46,46,0,47,16
A,熊本,○,1,0,47,46,1,50,16
