H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,松本,○,2,0,2,0,2,3,1
H,甲府,●,1,3,3,3,0,3,9
A,富山,○,4,1,7,4,3,6,4
A,横浜FC,△,0,0,7,4,3,7,6
H,草津,○,2,0,9,4,5,10,4
A,町田,○,2,1,11,5,6,13,2
H,徳島,○,2,0,13,5,8,16,2
A,京都,●,0,1,13,6,7,16,3
H,湘南,●,1,2,14,8,6,16,5
A,福岡,○,3,1,17,9,8,19,4
H,山形,●,0,2,17,11,6,19,6
A,熊本,○,2,0,19,11,8,22,4
A,水戸,○,2,0,21,11,10,25,3
H,岡山,●,0,1,21,12,9,25,5
A,北九州,○,5,1,26,13,13,28,5
A,栃木,●,2,3,28,16,12,28,6
H,大分,○,3,1,31,17,14,31,4
A,鳥取,○,2,0,33,17,16,34,4
H,岐阜,○,4,1,37,18,19,37,2
H,千葉,○,2,1,39,19,20,40,1
A,愛媛,●,1,3,40,22,18,40,3
H,水戸,○,2,0,42,22,20,43,1
A,松本,●,2,3,44,25,19,43,3
H,鳥取,○,1,0,45,25,20,46,2
H,熊本,○,2,0,47,25,22,49,1
A,甲府,●,1,3,48,28,20,49,3
H,富山,○,1,0,49,28,21,52,2
H,京都,●,0,1,49,29,20,52,2
A,湘南,△,1,1,50,30,20,53,3
A,大分,●,1,2,51,32,19,53,5
H,北九州,●,0,2,51,34,17,53,7
A,岐阜,●,0,1,51,35,16,53,7
H,福岡,△,1,1,52,36,16,54,7
H,愛媛,○,3,0,55,36,19,57,6
A,千葉,△,2,2,57,38,19,58,5
A,山形,△,1,1,58,39,19,59,6
H,町田,△,1,1,59,40,19,60,7
A,岡山,●,0,2,59,42,17,60,7
H,栃木,○,4,1,63,43,20,63,7
A,徳島,●,1,2,64,45,19,63,7
H,横浜FC,●,0,1,64,46,18,63,7
A,草津,○,1,0,65,46,19,66,7
