H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,甲府,●,1,2,1,2,-1,0,0,1,0,15
H,大分,●,0,3,1,5,-4,0,0,2,0,22
A,徳島,○,1,0,2,5,-3,1,0,2,3,16
H,富山,△,0,0,2,5,-3,1,1,2,4,16
A,愛媛,△,1,1,3,6,-3,1,2,2,5,15
H,千葉,○,2,1,5,7,-2,2,2,2,8,12
H,熊本,○,2,0,7,7,0,3,2,2,11,11
A,町田,○,3,0,10,7,3,4,2,2,14,7
H,岐阜,△,1,1,11,8,3,4,3,2,15,8
A,山形,●,1,2,12,10,2,4,3,3,15,12
H,鳥取,●,0,1,12,11,1,4,3,4,15,13
A,京都,●,0,1,12,12,0,4,3,5,15,13
A,草津,○,2,1,14,13,1,5,3,5,18,12
H,福岡/13節,○,2,0,16,13,3,6,3,5,21,10
H,湘南,△,1,1,17,14,3,6,4,5,22,11
H,東京Ｖ,○,3,2,20,16,4,7,4,5,25,9
A,水戸,●,1,3,21,19,2,7,4,6,25,10
H,岡山,●,0,1,21,20,1,7,4,7,25,12
A,北九州,△,1,1,22,21,1,7,5,7,26,12
H,横浜FC,●,3,4,25,25,0,7,5,8,26,13
A,松本,○,2,0,27,25,2,8,5,8,29,12
H,山形,○,1,0,28,25,3,9,5,8,32,10
A,鳥取,○,2,0,30,25,5,10,5,8,35,9
H,町田,○,1,0,31,25,6,11,5,8,38,8
A,富山,○,2,1,33,26,7,12,5,8,41,8
H,水戸,○,1,0,34,26,8,13,5,8,44,8
A,千葉,△,0,0,34,26,8,13,6,8,45,8
A,熊本,●,0,3,34,29,5,13,6,9,45,9
H,草津,△,0,0,34,29,5,13,7,9,46,9
H,愛媛,○,1,0,35,29,6,14,7,9,49,9
A,湘南,●,1,2,36,31,5,14,7,10,49,9
A,横浜FC,○,3,1,39,32,7,15,7,10,52,8
H,徳島,△,1,1,40,33,7,15,8,10,53,9
A,岐阜,●,0,1,40,34,6,15,8,11,53,9
A,大分,○,1,0,41,34,7,16,8,11,56,9
H,甲府,●,1,2,42,36,6,16,8,12,56,9
H,京都,●,1,2,43,38,5,16,8,13,56,9
A,福岡,△,1,1,44,39,5,16,9,13,57,10
A,東京Ｖ,●,1,4,45,43,2,16,9,14,57,11
H,松本,○,3,2,48,45,3,17,9,14,60,9
A,岡山,●,1,2,49,47,2,17,9,15,60,11
H,北九州,●,1,2,50,49,1,17,9,16,60,11
