H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,徳島,●,1,2,1,2,-1,0,0,1,0,15
H,岡山,△,0,0,1,2,-1,0,1,1,1,16
A,松本,●,0,1,1,3,-2,0,1,2,1,19
H,水戸,○,1,0,2,3,-1,1,1,2,4,14
A,富山,○,3,2,5,5,0,2,1,2,7,11
A,甲府,○,2,1,7,6,1,3,1,2,10,9
H,鳥取,○,1,0,8,6,2,4,1,2,13,6
A,岐阜,●,0,1,8,7,1,4,1,3,13,9
H,山形,●,0,1,8,8,0,4,1,4,13,12
A,草津,○,2,0,10,8,2,5,1,4,16,8
H,千葉,●,1,2,11,10,1,5,1,5,16,11
A,町田,○,1,0,12,10,2,6,1,5,19,11
H,横浜FC,●,1,2,13,12,1,6,1,6,19,11
A,愛媛,△,2,2,15,14,1,6,2,6,20,11
H,東京Ｖ,●,1,5,16,19,-3,6,2,7,20,13
A,京都,●,0,1,16,20,-4,6,2,8,20,14
H,湘南,○,3,2,19,22,-3,7,2,8,23,13
A,福岡,●,0,1,19,23,-4,7,2,9,23,14
H,栃木,△,1,1,20,24,-4,7,3,9,24,14
A,熊本,△,2,2,22,26,-4,7,4,9,25,15
H,大分,●,0,2,22,28,-6,7,4,10,25,15
A,鳥取,○,2,1,24,29,-5,8,4,10,28,14
H,愛媛,○,2,0,26,29,-3,9,4,10,31,13
H,草津,●,0,1,26,30,-4,9,4,11,31,13
A,徳島,△,1,1,27,31,-4,9,5,11,32,13
A,湘南,●,0,1,27,32,-5,9,5,12,32,14
H,町田,△,1,1,28,33,-5,9,6,12,33,15
A,大分,○,1,0,29,33,-4,10,6,12,36,13
H,福岡,○,4,2,33,35,-2,11,6,12,39,12
A,岡山,△,1,1,34,36,-2,11,7,12,40,12
A,東京Ｖ,○,2,0,36,36,0,12,7,12,43,11
H,熊本,○,2,0,38,36,2,13,7,12,46,11
H,岐阜,○,2,1,40,37,3,14,7,12,49,10
A,千葉,○,3,0,43,37,6,15,7,12,52,10
H,甲府,●,2,3,45,40,5,15,7,13,52,10
A,水戸,●,1,3,46,43,3,15,7,14,52,10
H,松本,●,0,1,46,44,2,15,7,15,52,12
A,横浜FC,○,2,1,48,45,3,16,7,15,55,11
A,山形,●,0,1,48,46,2,16,7,16,55,12
H,京都,○,2,0,50,46,4,17,7,16,58,12
H,富山,○,1,0,51,46,5,18,7,16,61,9
A,栃木,○,2,1,53,47,6,19,7,16,64,9
