H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,熊本,○,2,1,2,1,1,3,5
A,町田,○,1,0,3,1,2,6,4
A,湘南,●,1,3,4,4,0,6,9
H,千葉,△,0,0,4,4,0,7,9
H,鳥取,○,4,0,8,4,4,10,5
A,京都,●,2,3,10,7,3,10,8
A,愛媛,●,2,4,12,11,1,10,13
H,水戸,△,1,1,13,12,1,11,14
A,徳島,○,4,0,17,12,5,14,10
H,東京Ｖ,●,1,3,18,15,3,14,13
A,甲府,△,1,1,19,16,3,15,12
H,大分,△,1,1,20,17,3,16,12
H,山形,△,1,1,21,18,3,17,14
A,栃木/13節,●,0,2,21,20,1,17,14
A,富山,○,1,0,22,20,2,20,12
H,岡山,△,1,1,23,21,2,21,12
A,草津,●,0,1,23,22,1,21,14
H,北九州,○,1,0,24,22,2,24,13
A,松本,△,2,2,26,24,2,25,13
H,岐阜,△,0,0,26,24,2,26,12
A,横浜FC,△,1,1,27,25,2,27,13
H,愛媛,○,1,0,28,25,3,30,13
H,徳島,●,1,3,29,28,1,30,14
A,山形,●,1,3,30,31,-1,30,14
A,水戸,●,2,4,32,35,-3,30,16
H,草津,●,0,3,32,38,-6,30,17
A,岐阜,○,3,0,35,38,-3,33,14
H,湘南,●,1,3,36,41,-5,33,16
A,北九州,●,2,4,38,45,-7,33,16
H,富山,○,3,2,41,47,-6,36,15
H,松本,△,2,2,43,49,-6,37,15
A,千葉,●,1,2,44,51,-7,37,16
A,東京Ｖ,△,1,1,45,52,-7,38,16
H,町田,△,1,1,46,53,-7,39,17
A,熊本,●,1,3,47,56,-9,39,17
H,横浜FC,△,1,1,48,57,-9,40,17
A,岡山,●,1,2,49,59,-10,40,17
H,栃木,△,1,1,50,60,-10,41,17
H,甲府,●,2,3,52,63,-11,41,18
A,大分,●,0,1,52,64,-12,41,18
H,京都,●,0,2,52,66,-14,41,18
A,鳥取,●,1,2,53,68,-15,41,18
