H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,松本,○,2,0,2,0,2,1,0,0,3,1
H,甲府,●,1,3,3,3,0,1,0,1,3,9
A,富山,○,4,1,7,4,3,2,0,1,6,4
A,横浜FC,△,0,0,7,4,3,2,1,1,7,6
H,草津,○,2,0,9,4,5,3,1,1,10,4
A,町田,○,2,1,11,5,6,4,1,1,13,2
H,徳島,○,2,0,13,5,8,5,1,1,16,2
A,京都,●,0,1,13,6,7,5,1,2,16,3
H,湘南,●,1,2,14,8,6,5,1,3,16,5
A,福岡,○,3,1,17,9,8,6,1,3,19,4
H,山形,●,0,2,17,11,6,6,1,4,19,6
A,熊本,○,2,0,19,11,8,7,1,4,22,4
A,水戸,○,2,0,21,11,10,8,1,4,25,3
H,岡山,●,0,1,21,12,9,8,1,5,25,5
A,北九州,○,5,1,26,13,13,9,1,5,28,5
A,栃木,●,2,3,28,16,12,9,1,6,28,6
H,大分,○,3,1,31,17,14,10,1,6,31,4
A,鳥取,○,2,0,33,17,16,11,1,6,34,4
H,岐阜,○,4,1,37,18,19,12,1,6,37,2
H,千葉,○,2,1,39,19,20,13,1,6,40,1
A,愛媛,●,1,3,40,22,18,13,1,7,40,3
H,水戸,○,2,0,42,22,20,14,1,7,43,1
A,松本,●,2,3,44,25,19,14,1,8,43,3
H,鳥取,○,1,0,45,25,20,15,1,8,46,2
H,熊本,○,2,0,47,25,22,16,1,8,49,1
A,甲府,●,1,3,48,28,20,16,1,9,49,3
H,富山,○,1,0,49,28,21,17,1,9,52,2
H,京都,●,0,1,49,29,20,17,1,10,52,2
A,湘南,△,1,1,50,30,20,17,2,10,53,3
A,大分,●,1,2,51,32,19,17,2,11,53,5
H,北九州,●,0,2,51,34,17,17,2,12,53,7
A,岐阜,●,0,1,51,35,16,17,2,13,53,7
H,福岡,△,1,1,52,36,16,17,3,13,54,7
H,愛媛,○,3,0,55,36,19,18,3,13,57,6
A,千葉,△,2,2,57,38,19,18,4,13,58,5
A,山形,△,1,1,58,39,19,18,5,13,59,6
H,町田,△,1,1,59,40,19,18,6,13,60,7
A,岡山,●,0,2,59,42,17,18,6,14,60,7
H,栃木,○,4,1,63,43,20,19,6,14,63,7
A,徳島,●,1,2,64,45,19,19,6,15,63,7
H,横浜FC,●,0,1,64,46,18,19,6,16,63,7
A,草津,○,1,0,65,46,19,20,6,16,66,7
