H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,福岡,●,1,2,1,2,-1,0,15
H,鳥取,○,2,1,3,3,0,3,9
A,京都,●,0,2,3,5,-2,3,14
A,町田,●,0,1,3,6,-3,3,17
H,湘南,△,3,3,6,9,-3,4,17
H,岐阜,○,3,0,9,9,0,7,14
A,栃木,●,0,2,9,11,-2,7,15
H,松本,●,0,3,9,14,-5,7,16
A,愛媛,△,0,0,9,14,-5,8,16
H,岡山,△,0,0,9,14,-5,9,16
A,大分,△,0,0,9,14,-5,10,17
H,東京Ｖ,●,0,2,9,16,-7,10,19
A,徳島,△,1,1,10,17,-7,11,19
H,甲府,△,0,0,10,17,-7,12,17
A,千葉,●,0,4,10,21,-11,12,18
H,山形,○,2,1,12,22,-10,15,17
A,横浜FC,●,0,2,12,24,-12,15,18
H,水戸,○,2,1,14,25,-11,18,18
A,草津,△,0,0,14,25,-11,19,18
H,北九州,△,2,2,16,27,-11,20,18
A,富山,○,2,0,18,27,-9,23,18
H,千葉,○,1,0,19,27,-8,26,16
A,岐阜,○,2,0,21,27,-6,29,16
H,京都,●,0,1,21,28,-7,29,16
A,東京Ｖ,●,0,2,21,30,-9,29,17
H,徳島,●,0,3,21,33,-12,29,18
A,岡山,●,0,2,21,35,-14,29,18
H,栃木,○,3,0,24,35,-11,32,18
A,松本,△,0,0,24,35,-11,33,18
H,草津,△,1,1,25,36,-11,34,17
H,富山,○,3,0,28,36,-8,37,17
A,北九州,●,0,2,28,38,-10,37,17
A,水戸,●,0,2,28,40,-12,37,17
H,大分,○,2,1,30,41,-11,40,16
H,福岡,○,3,1,33,42,-9,43,16
A,湘南,○,2,1,35,43,-8,46,14
A,山形,○,2,0,37,43,-6,49,14
H,町田,○,2,1,39,44,-5,52,14
H,横浜FC,●,0,1,39,45,-6,52,14
A,鳥取,○,1,0,40,45,-5,55,14
A,甲府,●,0,2,40,47,-7,55,14
H,愛媛,●,0,1,40,48,-8,55,14
