H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,福岡,●,1,2,1,2,-1,0,0,1,0,15
H,鳥取,○,2,1,3,3,0,1,0,1,3,9
A,京都,●,0,2,3,5,-2,1,0,2,3,14
A,町田,●,0,1,3,6,-3,1,0,3,3,17
H,湘南,△,3,3,6,9,-3,1,1,3,4,17
H,岐阜,○,3,0,9,9,0,2,1,3,7,14
A,栃木,●,0,2,9,11,-2,2,1,4,7,15
H,松本,●,0,3,9,14,-5,2,1,5,7,16
A,愛媛,△,0,0,9,14,-5,2,2,5,8,16
H,岡山,△,0,0,9,14,-5,2,3,5,9,16
A,大分,△,0,0,9,14,-5,2,4,5,10,17
H,東京Ｖ,●,0,2,9,16,-7,2,4,6,10,19
A,徳島,△,1,1,10,17,-7,2,5,6,11,19
H,甲府,△,0,0,10,17,-7,2,6,6,12,17
A,千葉,●,0,4,10,21,-11,2,6,7,12,18
H,山形,○,2,1,12,22,-10,3,6,7,15,17
A,横浜FC,●,0,2,12,24,-12,3,6,8,15,18
H,水戸,○,2,1,14,25,-11,4,6,8,18,18
A,草津,△,0,0,14,25,-11,4,7,8,19,18
H,北九州,△,2,2,16,27,-11,4,8,8,20,18
A,富山,○,2,0,18,27,-9,5,8,8,23,18
H,千葉,○,1,0,19,27,-8,6,8,8,26,16
A,岐阜,○,2,0,21,27,-6,7,8,8,29,16
H,京都,●,0,1,21,28,-7,7,8,9,29,16
A,東京Ｖ,●,0,2,21,30,-9,7,8,10,29,17
H,徳島,●,0,3,21,33,-12,7,8,11,29,18
A,岡山,●,0,2,21,35,-14,7,8,12,29,18
H,栃木,○,3,0,24,35,-11,8,8,12,32,18
A,松本,△,0,0,24,35,-11,8,9,12,33,18
H,草津,△,1,1,25,36,-11,8,10,12,34,17
H,富山,○,3,0,28,36,-8,9,10,12,37,17
A,北九州,●,0,2,28,38,-10,9,10,13,37,17
A,水戸,●,0,2,28,40,-12,9,10,14,37,17
H,大分,○,2,1,30,41,-11,10,10,14,40,16
H,福岡,○,3,1,33,42,-9,11,10,14,43,16
A,湘南,○,2,1,35,43,-8,12,10,14,46,14
A,山形,○,2,0,37,43,-6,13,10,14,49,14
H,町田,○,2,1,39,44,-5,14,10,14,52,14
H,横浜FC,●,0,1,39,45,-6,14,10,15,52,14
A,鳥取,○,1,0,40,45,-5,15,10,15,55,14
A,甲府,●,0,2,40,47,-7,15,10,16,55,14
H,愛媛,●,0,1,40,48,-8,15,10,17,55,14
